REG;Région;DEP;CODCOM;Commune;CODFRAC_CAN;FRAC_CAN;Fraction cantonale;PMUN;PCAP;PTOT
84;Auvergne-Rhône-Alpes;01;053;Bourg-en-Bresse;05;0105305;Bourg-en-Bresse-1;28858;1043;29901
84;Auvergne-Rhône-Alpes;01;053;Bourg-en-Bresse;06;0105306;Bourg-en-Bresse-2;13207;588;13795
32;Hauts-de-France;02;408;Laon;09;0240809;Laon-1;8575;144;8719
32;Hauts-de-France;02;408;Laon;10;0240810;Laon-2;15491;468;15959
32;Hauts-de-France;02;691;Saint-Quentin;13;0269113;Saint-Quentin-1;18387;433;18820
32;Hauts-de-France;02;691;Saint-Quentin;14;0269114;Saint-Quentin-2;18498;476;18974
32;Hauts-de-France;02;691;Saint-Quentin;15;0269115;Saint-Quentin-3;16110;219;16329
32;Hauts-de-France;02;722;Soissons;16;0272216;Soissons-1;10945;150;11095
32;Hauts-de-France;02;722;Soissons;17;0272217;Soissons-2;17722;503;18225
84;Auvergne-Rhône-Alpes;03;185;Montluçon;09;0318509;Montluçon-1;3725;81;3806
84;Auvergne-Rhône-Alpes;03;185;Montluçon;10;0318510;Montluçon-2;10877;503;11380
84;Auvergne-Rhône-Alpes;03;185;Montluçon;11;0318511;Montluçon-3;9492;197;9689
84;Auvergne-Rhône-Alpes;03;185;Montluçon;12;0318512;Montluçon-4;9223;245;9468
84;Auvergne-Rhône-Alpes;03;190;Moulins;13;0319013;Moulins-1;10340;363;10703
84;Auvergne-Rhône-Alpes;03;190;Moulins;14;0319014;Moulins-2;9004;183;9187
84;Auvergne-Rhône-Alpes;03;310;Vichy;17;0331017;Vichy-1;12041;138;12179
84;Auvergne-Rhône-Alpes;03;310;Vichy;18;0331018;Vichy-2;13661;177;13838
93;Provence-Alpes-Côte d'Azur;04;070;Digne-les-Bains;04;0407004;Digne-les-Bains-1;10927;558;11485
93;Provence-Alpes-Côte d'Azur;04;070;Digne-les-Bains;05;0407005;Digne-les-Bains-2;6767;295;7062
93;Provence-Alpes-Côte d'Azur;04;112;Manosque;07;0411207;Manosque-1;8267;141;8408
93;Provence-Alpes-Côte d'Azur;04;112;Manosque;08;0411208;Manosque-2;6972;198;7170
93;Provence-Alpes-Côte d'Azur;04;112;Manosque;09;0411209;Manosque-3;7568;278;7846
93;Provence-Alpes-Côte d'Azur;05;023;Briançon;02;0502302;Briançon-1;1911;40;1951
93;Provence-Alpes-Côte d'Azur;05;023;Briançon;03;0502303;Briançon-2;8837;271;9108
93;Provence-Alpes-Côte d'Azur;05;061;Gap;06;0506106;Gap-1;10192;229;10421
93;Provence-Alpes-Côte d'Azur;05;061;Gap;07;0506107;Gap-2;10458;533;10991
93;Provence-Alpes-Côte d'Azur;05;061;Gap;08;0506108;Gap-3;10426;249;10675
93;Provence-Alpes-Côte d'Azur;05;061;Gap;09;0506109;Gap-4;9580;393;9973
93;Provence-Alpes-Côte d'Azur;06;004;Antibes;01;0600401;Antibes-1;11223;95;11318
93;Provence-Alpes-Côte d'Azur;06;004;Antibes;02;0600402;Antibes-2;31239;231;31470
93;Provence-Alpes-Côte d'Azur;06;004;Antibes;03;0600403;Antibes-3;27918;407;28325
93;Provence-Alpes-Côte d'Azur;06;027;Cagnes-sur-Mer;05;0602705;Cagnes-sur-Mer-1;44136;334;44470
93;Provence-Alpes-Côte d'Azur;06;027;Cagnes-sur-Mer;06;0602706;Cagnes-sur-Mer-2;8716;117;8833
93;Provence-Alpes-Côte d'Azur;06;030;Le Cannet;07;0603007;Cannes-1;13634;140;13774
93;Provence-Alpes-Côte d'Azur;06;029;Cannes;07;0602907;Cannes-1;34033;271;34304
93;Provence-Alpes-Côte d'Azur;06;029;Cannes;08;0602908;Cannes-2;40007;509;40516
93;Provence-Alpes-Côte d'Azur;06;030;Le Cannet;09;0603009;Le Cannet;26564;232;26796
93;Provence-Alpes-Côte d'Azur;06;069;Grasse;11;0606911;Grasse-1;18235;269;18504
93;Provence-Alpes-Côte d'Azur;06;069;Grasse;12;0606912;Grasse-2;30434;570;31004
93;Provence-Alpes-Côte d'Azur;06;088;Nice;15;0608815;Nice-1;44845;376;45221
93;Provence-Alpes-Côte d'Azur;06;088;Nice;16;0608816;Nice-2;49805;433;50238
93;Provence-Alpes-Côte d'Azur;06;088;Nice;17;0608817;Nice-3;27142;282;27424
93;Provence-Alpes-Côte d'Azur;06;088;Nice;18;0608818;Nice-4;42900;353;43253
93;Provence-Alpes-Côte d'Azur;06;088;Nice;19;0608819;Nice-5;47903;275;48178
93;Provence-Alpes-Côte d'Azur;06;088;Nice;20;0608820;Nice-6;41750;617;42367
93;Provence-Alpes-Côte d'Azur;06;088;Nice;21;0608821;Nice-7;26918;124;27042
93;Provence-Alpes-Côte d'Azur;06;088;Nice;22;0608822;Nice-8;40392;184;40576
93;Provence-Alpes-Côte d'Azur;06;088;Nice;23;0608823;Nice-9;32046;258;32304
93;Provence-Alpes-Côte d'Azur;06;004;Antibes;25;0600425;Valbonne;6232;273;6505
84;Auvergne-Rhône-Alpes;07;010;Annonay;01;0701001;Annonay-1;10215;310;10525
84;Auvergne-Rhône-Alpes;07;010;Annonay;02;0701002;Annonay-2;7007;231;7238
84;Auvergne-Rhône-Alpes;07;019;Aubenas;03;0701903;Aubenas-1;7120;391;7511
84;Auvergne-Rhône-Alpes;07;019;Aubenas;04;0701904;Aubenas-2;5368;363;5731
44;Grand Est;08;105;Charleville-Mézières;04;0810504;Charleville-Mézières-1;10039;138;10177
44;Grand Est;08;105;Charleville-Mézières;05;0810505;Charleville-Mézières-2;8829;182;9011
44;Grand Est;08;105;Charleville-Mézières;06;0810506;Charleville-Mézières-3;14254;509;14763
44;Grand Est;08;105;Charleville-Mézières;07;0810507;Charleville-Mézières-4;12512;167;12679
44;Grand Est;08;409;Sedan;14;0840914;Sedan-1;5216;155;5371
44;Grand Est;08;409;Sedan;15;0840915;Sedan-2;5109;113;5222
44;Grand Est;08;409;Sedan;16;0840916;Sedan-3;6402;80;6482
76;Occitanie;09;225;Pamiers;07;0922507;Pamiers-1;6177;148;6325
76;Occitanie;09;225;Pamiers;08;0922508;Pamiers-2;10335;376;10711
44;Grand Est;10;387;Troyes;12;1038712;Troyes-1;20418;328;20746
44;Grand Est;10;387;Troyes;13;1038713;Troyes-2;7589;70;7659
44;Grand Est;10;387;Troyes;14;1038714;Troyes-3;9080;355;9435
44;Grand Est;10;387;Troyes;15;1038715;Troyes-4;6963;44;7007
44;Grand Est;10;387;Troyes;16;1038716;Troyes-5;18393;326;18719
76;Occitanie;11;069;Carcassonne;02;1106902;Carcassonne-1;14580;372;14952
76;Occitanie;11;069;Carcassonne;03;1106903;Carcassonne-2;14513;463;14976
76;Occitanie;11;069;Carcassonne;04;1106904;Carcassonne-3;17336;287;17623
76;Occitanie;11;262;Narbonne;11;1126211;Narbonne-1;21808;314;22122
76;Occitanie;11;262;Narbonne;12;1126212;Narbonne-2;16295;416;16711
76;Occitanie;11;262;Narbonne;13;1126213;Narbonne-3;18589;343;18932
76;Occitanie;12;145;Millau;11;1214511;Millau-1;11277;437;11714
76;Occitanie;12;145;Millau;12;1214512;Millau-2;10582;196;10778
76;Occitanie;12;202;Rodez;16;1220216;Rodez-1;12069;898;12967
76;Occitanie;12;202;Rodez;17;1220217;Rodez-2;9955;840;10795
76;Occitanie;12;202;Rodez;18;1220218;Rodez-Onet;2112;46;2158
93;Provence-Alpes-Côte d'Azur;13;001;Aix-en-Provence;01;1300101;Aix-en-Provence-1;73222;2047;75269
93;Provence-Alpes-Côte d'Azur;13;001;Aix-en-Provence;02;1300102;Aix-en-Provence-2;74711;1053;75764
93;Provence-Alpes-Côte d'Azur;13;205;Marseille 5e Arrondissement;12;1320512;Marseille-1;6053;50;6103
93;Provence-Alpes-Côte d'Azur;13;204;Marseille 4e Arrondissement;12;1320412;Marseille-1;24189;156;24345
93;Provence-Alpes-Côte d'Azur;13;203;Marseille 3e Arrondissement;12;1320312;Marseille-1;5908;8;5916
93;Provence-Alpes-Côte d'Azur;13;203;Marseille 3e Arrondissement;13;1320313;Marseille-2;49745;110;49855
93;Provence-Alpes-Côte d'Azur;13;215;Marseille 15e Arrondissement;14;1321514;Marseille-3;49151;169;49320
93;Provence-Alpes-Côte d'Azur;13;214;Marseille 14e Arrondissement;15;1321415;Marseille-4;27077;83;27160
93;Provence-Alpes-Côte d'Azur;13;215;Marseille 15e Arrondissement;15;1321515;Marseille-4;30350;90;30440
93;Provence-Alpes-Côte d'Azur;13;214;Marseille 14e Arrondissement;16;1321416;Marseille-5;32153;138;32291
93;Provence-Alpes-Côte d'Azur;13;204;Marseille 4e Arrondissement;16;1320416;Marseille-5;17707;63;17770
93;Provence-Alpes-Côte d'Azur;13;213;Marseille 13e Arrondissement;16;1321316;Marseille-5;19398;237;19635
93;Provence-Alpes-Côte d'Azur;13;213;Marseille 13e Arrondissement;17;1321317;Marseille-6;74027;487;74514
93;Provence-Alpes-Côte d'Azur;13;204;Marseille 4e Arrondissement;18;1320418;Marseille-7;7848;67;7915
93;Provence-Alpes-Côte d'Azur;13;212;Marseille 12e Arrondissement;18;1321218;Marseille-7;60646;556;61202
93;Provence-Alpes-Côte d'Azur;13;211;Marseille 11e Arrondissement;18;1321118;Marseille-7;15506;219;15725
93;Provence-Alpes-Côte d'Azur;13;212;Marseille 12e Arrondissement;19;1321219;Marseille-8;3630;12;3642
93;Provence-Alpes-Côte d'Azur;13;210;Marseille 10e Arrondissement;19;1321019;Marseille-8;27102;275;27377
93;Provence-Alpes-Côte d'Azur;13;211;Marseille 11e Arrondissement;19;1321119;Marseille-8;43527;237;43764
93;Provence-Alpes-Côte d'Azur;13;209;Marseille 9e Arrondissement;20;1320920;Marseille-9;47057;444;47501
93;Provence-Alpes-Côte d'Azur;13;208;Marseille 8e Arrondissement;20;1320820;Marseille-9;28096;646;28742
93;Provence-Alpes-Côte d'Azur;13;209;Marseille 9e Arrondissement;21;1320921;Marseille-10;29290;207;29497
93;Provence-Alpes-Côte d'Azur;13;210;Marseille 10e Arrondissement;21;1321021;Marseille-10;19640;73;19713
93;Provence-Alpes-Côte d'Azur;13;208;Marseille 8e Arrondissement;21;1320821;Marseille-10;29873;459;30332
93;Provence-Alpes-Côte d'Azur;13;206;Marseille 6e Arrondissement;22;1320622;Marseille-11;22260;194;22454
93;Provence-Alpes-Côte d'Azur;13;205;Marseille 5e Arrondissement;22;1320522;Marseille-11;38967;206;39173
93;Provence-Alpes-Côte d'Azur;13;210;Marseille 10e Arrondissement;22;1321022;Marseille-11;13110;46;13156
93;Provence-Alpes-Côte d'Azur;13;206;Marseille 6e Arrondissement;23;1320623;Marseille-12;16544;159;16703
93;Provence-Alpes-Côte d'Azur;13;208;Marseille 8e Arrondissement;23;1320823;Marseille-12;25445;235;25680
93;Provence-Alpes-Côte d'Azur;13;103;Salon-de-Provence;26;1310326;Salon-de-Provence-1;18719;237;18956
93;Provence-Alpes-Côte d'Azur;13;103;Salon-de-Provence;27;1310327;Salon-de-Provence-2;25834;290;26124
28;Normandie;14;027;Les Monts d'Aunay;01;1402701;Les Monts d’Aunay;4351;60;4411
28;Normandie;14;118;Caen;05;1411805;Caen-1;18096;298;18394
28;Normandie;14;118;Caen;06;1411806;Caen-2;19781;216;19997
28;Normandie;14;118;Caen;07;1411807;Caen-3;26126;955;27081
28;Normandie;14;118;Caen;08;1411808;Caen-4;27679;454;28133
28;Normandie;14;118;Caen;09;1411809;Caen-5;16716;199;16915
28;Normandie;14;027;Les Monts d'Aunay;10;1402710;Condé-en-Normandie;313;9;322
84;Auvergne-Rhône-Alpes;15;014;Aurillac;02;1501402;Aurillac-1;6061;166;6227
84;Auvergne-Rhône-Alpes;15;014;Aurillac;03;1501403;Aurillac-2;9828;834;10662
84;Auvergne-Rhône-Alpes;15;014;Aurillac;04;1501404;Aurillac-3;10300;291;10591
84;Auvergne-Rhône-Alpes;15;187;Saint-Flour;11;1518711;Saint-Flour-1;1819;102;1921
84;Auvergne-Rhône-Alpes;15;187;Saint-Flour;12;1518712;Saint-Flour-2;4571;390;4961
75;Nouvelle-Aquitaine;16;015;Angoulême;01;1601501;Angoulême-1;14894;366;15260
75;Nouvelle-Aquitaine;16;015;Angoulême;02;1601502;Angoulême-2;13821;554;14375
75;Nouvelle-Aquitaine;16;015;Angoulême;03;1601503;Angoulême-3;12708;640;13348
75;Nouvelle-Aquitaine;16;192;Terres-de-Haute-Charente;06;1619206;Charente-Bonnieure;3072;54;3126
75;Nouvelle-Aquitaine;16;192;Terres-de-Haute-Charente;10;1619210;Charente-Vienne;718;65;783
75;Nouvelle-Aquitaine;16;102;Cognac;11;1610211;Cognac-1;8673;268;8941
75;Nouvelle-Aquitaine;16;102;Cognac;12;1610212;Cognac-2;9793;175;9968
75;Nouvelle-Aquitaine;17;300;La Rochelle;14;1730014;La Rochelle-1;27060;355;27415
75;Nouvelle-Aquitaine;17;300;La Rochelle;15;1730015;La Rochelle-2;26602;940;27542
